,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad,año
1755,74,Simple,Mujer,25 a 29,Sin especificar,Sin especificar,Sin especificar,1,2022
1756,6,Múltiple,Varón,Sin especificar,Sin especificar,Sin especificar,Sin especificar,6,2022
1757,38,Múltiple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,10,2022
1758,86,Simple,Mujer,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
1759,90,Simple,Mujer,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6,2022
1760,66,Simple,Varón,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,3,2022
1761,54,Simple,Mujer,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
1762,14,Simple,Varón,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,19,2022
1763,14,Simple,Mujer,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1764,50,Múltiple,Mujer,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
1765,99,Simple,Sin especificar,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,3,2022
1766,30,Simple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,260,2022
1767,30,Simple,Mujer,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1768,90,Simple,Varón,20 a 24,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1769,98,Simple,Varón,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1770,30,Simple,Mujer,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1771,86,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
1772,54,Simple,Mujer,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
1773,74,Múltiple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
1774,86,Simple,Varón,15 a 19,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1775,10,Simple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
1776,70,Simple,Varón,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,18,2022
1777,46,Múltiple,Mujer,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
1778,10,Simple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
1779,82,Múltiple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,6,2022
1780,6,Simple,Mujer,30 a 34,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,8,2022
1781,74,Simple,Mujer,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
1782,50,Sin especificar,Mujer,30 a 34,37 a 41,Sin especificar,2500 gramos y más,1,2022
1783,82,Múltiple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,11,2022
1784,66,Múltiple,Varón,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
1785,22,Simple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,23,2022
1786,66,Simple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,53,2022
1787,62,Múltiple,Mujer,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1788,10,Simple,Varón,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
1789,62,Simple,Mujer,15 a 19,32 a 36,Sin especificar,Menos de 2500 gramos,2,2022
1790,90,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1,2022
1791,26,Simple,Varón,15 a 19,32 a 36,Sin especificar,2500 gramos y más,1,2022
1792,22,Múltiple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
1793,34,Simple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
1794,82,Múltiple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1795,54,Múltiple,Varón,20 a 24,37 a 41,Sin especificar,Menos de 2500 gramos,1,2022
1796,6,Simple,Varón,15 a 19,28 a 31,Sin especificar,2500 gramos y más,1,2022
1797,14,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,89,2022
1798,62,Simple,Mujer,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1799,14,Simple,Mujer,40 a 44,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8,2022
1800,6,Múltiple,Varón,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1801,54,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
1802,22,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,47,2022
1803,78,Simple,Varón,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1804,14,Simple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,15,2022
1805,2,Simple,Varón,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
1806,54,Múltiple,Mujer,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
1807,70,Múltiple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
1808,2,Simple,Mujer,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1809,6,Simple,Varón,35 a 39,Sin especificar,Sin especificar,Menos de 2500 gramos,2,2022
1810,66,Simple,Varón,20 a 24,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
1811,18,Simple,Varón,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,36,2022
1812,6,Múltiple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1813,2,Simple,Sin especificar,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1814,50,Simple,Mujer,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
1815,42,Simple,Varón,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
1816,90,Simple,Mujer,30 a 34,37 a 41,Sin especificar,2500 gramos y más,3,2022
1817,2,Múltiple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1818,38,Simple,Varón,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,10,2022
1819,14,Simple,Mujer,25 a 29,37 a 41,Sin especificar,2500 gramos y más,4,2022
1820,99,Sin especificar,Mujer,40 a 44,32 a 36,Sin especificar,2500 gramos y más,2,2022
1821,18,Simple,Varón,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5,2022
1822,66,Simple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Sin especificar,1,2022
1823,18,Simple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4,2022
1824,42,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,13,2022
1825,99,Simple,Mujer,Sin especificar,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1826,66,Simple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1827,38,Simple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1828,30,Simple,Mujer,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,10,2022
1829,26,Múltiple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
1830,22,Simple,Varón,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8,2022
1831,70,Simple,Varón,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
1832,6,Múltiple,Varón,Sin especificar,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1,2022
1833,18,Múltiple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
1834,34,Simple,Varón,20 a 24,37 a 41,Sin especificar,2500 gramos y más,205,2022
1835,34,Múltiple,Mujer,20 a 24,28 a 31,Sin especificar,Menos de 2500 gramos,1,2022
1836,2,Simple,Varón,40 a 44,32 a 36,Sin especificar,2500 gramos y más,1,2022
1837,74,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,14,2022
1838,2,Múltiple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10,2022
1839,2,Simple,Varón,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1840,86,Simple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7,2022
1841,18,Simple,Mujer,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5,2022
1842,6,Múltiple,Varón,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,12,2022
1843,30,Simple,Mujer,15 a 19,37 a 41,Sin especificar,2500 gramos y más,2,2022
1844,30,Múltiple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
1845,90,Simple,Varón,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,29,2022
1846,66,Simple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,26,2022
1847,46,Simple,Varón,15 a 19,37 a 41,Sin especificar,2500 gramos y más,1,2022
1848,50,Simple,Varón,De 45 y más,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1849,22,Simple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,18,2022
1850,6,Simple,Mujer,40 a 44,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
1851,6,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,363,2022
1852,90,Simple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,238,2022
1853,22,Múltiple,Mujer,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4,2022
1854,90,Simple,Mujer,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,22,2022
1855,78,Simple,Mujer,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7,2022
1856,86,Múltiple,Mujer,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,9,2022
1857,14,Simple,Mujer,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,53,2022
1858,98,Simple,Varón,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
1859,2,Múltiple,Mujer,25 a 29,37 a 41,Sin especificar,2500 gramos y más,1,2022
1860,22,Múltiple,Varón,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1861,66,Múltiple,Mujer,20 a 24,37 a 41,Sin especificar,2500 gramos y más,2,2022
1862,2,Múltiple,Mujer,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
1863,38,Múltiple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1864,34,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
1865,6,Simple,Varón,25 a 29,28 a 31,Sin especificar,Menos de 2500 gramos,17,2022
1866,99,Sin especificar,Varón,35 a 39,24 a 27,Sin especificar,Menos de 2500 gramos,1,2022
1867,46,Múltiple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1868,42,Múltiple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,6,2022
1869,42,Múltiple,Varón,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
1870,58,Múltiple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,9,2022
1871,30,Múltiple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
1872,18,Simple,Varón,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
1873,22,Simple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
1874,70,Simple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
1875,6,Simple,Varón,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,148,2022
1876,10,Simple,Varón,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,76,2022
1877,82,Múltiple,Varón,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1878,2,Simple,Varón,25 a 29,28 a 31,Sin especificar,Menos de 2500 gramos,1,2022
1879,54,Simple,Varón,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
1880,6,Simple,Varón,Sin especificar,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,143,2022
1881,14,Simple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,43,2022
1882,86,Simple,Mujer,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
1883,82,Múltiple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,9,2022
1884,54,Simple,Mujer,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
1885,6,Simple,Varón,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,18,2022
1886,10,Simple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
1887,34,Simple,Mujer,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,181,2022
1888,62,Simple,Mujer,30 a 34,42 y más,Sin especificar,2500 gramos y más,2,2022
1889,34,Simple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,6,2022
1890,90,Simple,Mujer,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,164,2022
1891,82,Simple,Mujer,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
1892,86,Simple,Varón,Sin especificar,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1893,2,Simple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
1894,14,Simple,Varón,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,14,2022
1895,46,Simple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,9,2022
1896,62,Múltiple,Varón,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1897,30,Múltiple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,4,2022
1898,90,Múltiple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1899,14,Simple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3328,2022
1900,70,Simple,Varón,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,28,2022
1901,34,Simple,Mujer,30 a 34,32 a 36,Sin especificar,Menos de 2500 gramos,4,2022
1902,10,Múltiple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1903,6,Simple,Mujer,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,247,2022
1904,99,Sin especificar,Mujer,25 a 29,37 a 41,Sin especificar,Menos de 2500 gramos,3,2022
1905,22,Simple,Mujer,20 a 24,32 a 36,Sin especificar,2500 gramos y más,2,2022
1906,30,Simple,Mujer,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
1907,18,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1908,6,Sin especificar,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1909,6,Simple,Varón,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,19,2022
1910,66,Simple,Varón,15 a 19,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1911,18,Simple,Mujer,20 a 24,42 y más,Sin especificar,2500 gramos y más,2,2022
1912,66,Simple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,9,2022
1913,22,Simple,Varón,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
1914,58,Simple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
1915,66,Simple,Mujer,30 a 34,Sin especificar,Sin especificar,2500 gramos y más,1,2022
1916,50,Simple,Varón,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,4,2022
1917,74,Simple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1918,70,Simple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,16,2022
1919,10,Simple,Varón,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
1920,6,Simple,Mujer,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,25,2022
1921,54,Simple,Varón,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,3,2022
1922,14,Simple,Varón,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,483,2022
1923,6,Simple,Mujer,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
1924,50,Múltiple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6,2022
1925,62,Simple,Varón,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
1926,22,Simple,Varón,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,5,2022
1927,38,Simple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
1928,42,Simple,Varón,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1929,66,Simple,Mujer,35 a 39,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
1930,22,Simple,Varón,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
1931,14,Simple,Mujer,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,15,2022
1932,78,Simple,Varón,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
1933,74,Simple,Varón,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,10,2022
1934,6,Simple,Varón,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2109,2022
1935,50,Simple,Varón,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
1936,6,Simple,Mujer,20 a 24,Menos de 22,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
1937,50,Simple,Mujer,35 a 39,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1938,18,Simple,Mujer,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
1939,26,Múltiple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1940,82,Simple,Varón,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
1941,62,Múltiple,Mujer,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
1942,6,Simple,Mujer,Sin especificar,28 a 31,Sin especificar,2500 gramos y más,1,2022
1943,46,Simple,Varón,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
1944,34,Simple,Mujer,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
1945,54,Simple,Mujer,25 a 29,37 a 41,Sin especificar,Menos de 2500 gramos,4,2022
1946,38,Simple,Varón,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
1947,14,Múltiple,Varón,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
1948,99,Simple,Sin especificar,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
1949,22,Simple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,243,2022
1950,70,Simple,Varón,35 a 39,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1951,54,Múltiple,Varón,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
1952,22,Simple,Mujer,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,186,2022
1953,14,Simple,Mujer,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1954,10,Simple,Mujer,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
1955,90,Múltiple,Mujer,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
1956,86,Simple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,12,2022
1957,90,Simple,Varón,40 a 44,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
1958,54,Simple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,19,2022
1959,90,Simple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,108,2022
1960,6,Múltiple,Mujer,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1961,54,Simple,Mujer,20 a 24,37 a 41,Sin especificar,Menos de 2500 gramos,3,2022
1962,30,Simple,Mujer,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,7,2022
1963,46,Simple,Varón,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,62,2022
1964,6,Simple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,158,2022
1965,86,Simple,Mujer,20 a 24,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1966,58,Simple,Mujer,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,16,2022
1967,94,Simple,Varón,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,10,2022
1968,74,Simple,Mujer,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
1969,90,Múltiple,Varón,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
1970,26,Simple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8,2022
1971,70,Simple,Mujer,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
1972,6,Simple,Varón,Sin especificar,32 a 36,Sin especificar,2500 gramos y más,5,2022
1973,70,Simple,Mujer,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
