,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad
288,38,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,14
289,74,1,1,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,1
290,30,1,2,15 a 19,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
291,54,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
292,50,2,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,12
293,78,1,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,8
294,6,1,9,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,38
295,14,1,2,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
296,54,1,2,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
297,58,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,14
298,62,1,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
299,98,1,1,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
300,2,1,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,9
301,18,1,1,Sin especificar,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
302,42,1,1,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
303,86,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,40
304,10,1,1,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
305,54,1,1,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Sin especificar,3
306,18,1,1,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
307,6,1,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,238
308,82,2,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
309,42,1,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,13
310,6,1,2,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,11
311,82,2,2,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7
312,82,2,1,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7
313,98,1,1,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1
314,86,1,1,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
315,6,2,2,30 a 34,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
316,22,1,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,5
317,66,1,2,15 a 19,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,5
318,18,2,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
319,38,1,1,20 a 24,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
320,18,1,1,De 45 y más,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
321,2,2,2,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
322,30,1,1,40 a 44,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1
323,78,1,2,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
324,22,1,1,20 a 24,32 a 36,Sin especificar,2500 gramos y más,1
325,78,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,134
326,34,1,2,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
327,26,2,2,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
328,6,1,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,29
329,38,2,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2
330,46,1,2,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
331,94,1,1,20 a 24,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
332,82,1,2,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
333,54,1,2,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7
334,14,1,1,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
335,54,1,2,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
336,86,1,1,Sin especificar,Sin especificar,Sin especificar,Menos de 2500 gramos,1
337,14,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,35
338,42,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,32
339,22,1,1,Sin especificar,37 a 41,Sin especificar,Menos de 2500 gramos,1
340,14,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1266
341,34,2,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
342,2,1,1,35 a 39,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,5
343,30,1,2,30 a 34,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,12
344,70,1,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,15
345,22,2,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
346,66,1,2,Sin especificar,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
347,78,1,2,20 a 24,32 a 36,Sin especificar,2500 gramos y más,2
348,10,1,1,35 a 39,Sin especificar,Sin especificar,2500 gramos y más,1
349,90,1,1,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
350,62,1,1,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
351,82,1,2,De 45 y más,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3
352,2,1,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,138
353,54,1,1,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,2
354,14,2,1,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
355,6,1,2,35 a 39,Sin especificar,Sin especificar,Menos de 2500 gramos,1
356,66,2,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10
357,14,1,1,Sin especificar,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,2
358,18,1,2,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
359,78,1,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,8
360,14,1,1,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
361,26,2,1,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
362,54,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,21
363,18,9,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
364,18,2,2,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
365,50,2,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,12
366,38,2,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
367,14,1,2,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1
368,26,1,2,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
369,66,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,29
370,34,1,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,493
371,82,1,1,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,30
372,30,1,2,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,13
373,14,1,1,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,14
374,42,2,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
375,6,9,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
376,78,1,2,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
377,6,2,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
378,6,1,2,15 a 19,32 a 36,Sin especificar,2500 gramos y más,15
379,2,1,2,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,6
380,2,1,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,820
381,2,1,2,Sin especificar,Sin especificar,Sin especificar,Sin especificar,8
382,6,1,1,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,13
383,62,1,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,12
384,62,2,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1
385,99,1,9,30 a 34,Sin especificar,Sin especificar,Sin especificar,1
386,82,1,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,57
387,14,1,2,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,16
388,18,1,2,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
389,34,1,2,25 a 29,37 a 41,Sin especificar,2500 gramos y más,24
390,6,9,2,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
391,62,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
392,62,1,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
393,82,1,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,28
394,90,2,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2
395,42,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
396,6,1,1,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,148
397,6,1,1,25 a 29,42 y más,Sin especificar,2500 gramos y más,3
398,74,1,2,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
399,38,2,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
400,86,1,2,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
401,86,2,2,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
402,86,2,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3
403,66,1,2,Sin especificar,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
404,14,2,2,Sin especificar,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
405,6,9,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
406,86,1,2,35 a 39,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1
407,2,2,2,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
408,82,2,1,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
409,18,1,2,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
410,22,1,2,Sin especificar,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,21
411,34,1,2,25 a 29,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
412,90,1,2,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,5
413,6,2,2,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,12
414,94,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,91
415,66,1,1,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
416,22,1,1,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,8
417,38,2,1,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
418,54,1,1,35 a 39,Sin especificar,Sin especificar,2500 gramos y más,9
419,78,1,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,12
420,6,2,1,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3
421,14,2,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,8
422,58,1,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
423,6,2,1,Sin especificar,32 a 36,Sin especificar,Sin especificar,1
424,2,2,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7
425,90,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,11
426,22,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
427,2,2,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,6
428,42,9,1,30 a 34,37 a 41,Sin especificar,2500 gramos y más,2
429,50,1,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,41
430,6,1,2,20 a 24,42 y más,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
431,10,1,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
432,50,1,2,15 a 19,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
433,38,1,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,346
434,6,2,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,33
435,2,1,1,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,33
436,66,1,2,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,5
437,30,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,17
438,22,1,1,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
439,6,2,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,26
440,74,1,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,367
441,86,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1
442,26,1,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,91
443,2,2,1,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,7
444,2,2,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3
445,90,2,2,15 a 19,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
446,18,1,1,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1
447,58,2,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
448,6,9,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4
449,70,1,2,15 a 19,Menos de 22,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
450,86,1,1,35 a 39,42 y más,Secundario/Polimodal Completa y más,Sin especificar,1
451,66,1,2,40 a 44,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
452,34,2,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
453,50,1,2,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
454,50,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,20
455,78,2,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
456,74,1,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,286
457,70,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,9
458,50,1,2,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
459,22,1,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,14
460,30,2,1,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
461,50,2,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1
462,74,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,201
463,54,1,1,15 a 19,32 a 36,Sin especificar,2500 gramos y más,1
464,6,1,9,Sin especificar,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
465,66,1,2,20 a 24,Menos de 22,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
466,78,1,2,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
467,70,2,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,4
468,74,1,1,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
469,94,1,1,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
470,70,1,1,15 a 19,42 y más,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
471,90,1,1,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,24
472,66,1,1,15 a 19,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,5
473,54,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,33
474,66,1,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,33
475,18,1,2,35 a 39,32 a 36,Sin especificar,2500 gramos y más,5
476,22,1,2,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
477,90,2,1,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
478,14,1,1,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,30
479,22,1,1,20 a 24,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
480,62,2,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
481,38,2,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
482,66,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,182
483,78,2,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
484,82,1,1,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,35
485,58,2,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
486,6,1,2,Sin especificar,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
487,66,1,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,12
488,62,2,2,15 a 19,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
489,18,1,2,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
490,26,2,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
491,26,2,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
492,94,1,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
493,26,1,1,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,10
494,94,1,1,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,6
495,22,1,1,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
496,50,2,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,11
497,34,1,2,35 a 39,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
498,10,1,2,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,2
499,6,9,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,31
500,10,1,2,30 a 34,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,3
501,22,1,2,30 a 34,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
502,22,2,1,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
503,22,2,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
504,14,9,1,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
505,18,1,1,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,33
506,26,1,1,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
507,34,1,2,Menor de 15,37 a 41,Sin especificar,2500 gramos y más,1
508,78,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
509,2,1,2,Sin especificar,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1
510,22,2,1,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
511,14,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,6
512,62,2,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
513,30,1,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,653
514,10,2,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
515,62,1,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,680
516,18,1,1,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
517,22,1,2,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
518,62,1,2,Menor de 15,37 a 41,Sin especificar,2500 gramos y más,1
519,82,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,90
520,42,2,1,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
521,30,1,2,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
522,30,1,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8
523,78,1,2,40 a 44,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1
524,38,2,1,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
525,6,9,2,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3
526,34,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,18
527,74,2,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
528,58,1,2,15 a 19,37 a 41,Sin especificar,2500 gramos y más,3
529,26,1,1,30 a 34,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1
530,70,1,1,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
531,74,1,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
532,66,2,2,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
533,46,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
534,14,1,1,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,32
535,90,1,1,20 a 24,37 a 41,Sin especificar,Menos de 2500 gramos,1
536,18,1,2,15 a 19,Sin especificar,Sin especificar,Sin especificar,6
537,10,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
538,14,9,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
539,82,1,1,20 a 24,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
540,50,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,19
541,58,1,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,67
542,30,1,1,30 a 34,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
543,70,1,2,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
544,6,1,2,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
545,2,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,12
546,78,1,2,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
547,90,2,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
